longitude,latitude,code_postal,province,erreurs
65.479758,45.711281,"","13","Longitude hors Canada"
-71.357734,,"","24","Latitude manquante"
79.224789,43.88795,"","35","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,42.966092,"","35","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,-49.842587,"","59","Latitude hors Canada; Longitude manquante"
,-48.000641,"","13","Latitude hors Canada; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-71.383387,-46.809009,"","24","Latitude hors Canada"
-80.967223,-43.382498,"","35","Latitude hors Canada"
-0.0,-46.085755,"","13","Latitude hors Canada; Longitude hors Canada"
-72.154819,0.0,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-79.685754,,"","35","Latitude manquante"
,43.514883,"","35","Longitude manquante"
,-51.102841,"","48","Latitude hors Canada; Longitude manquante"
,50.972004,"","48","Longitude manquante"
-97.200997,-49.887592,"","46","Latitude hors Canada"
79.983014,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-122.914949,,"","59","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
,,"","47","Latitude manquante; Longitude manquante"
80.438117,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,49.20743,"","59","Longitude manquante"
-0.0,50.458722,"","47","Longitude hors Canada"
-65.781099,0.0,"","13","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-72.142871,0.0,"","24","Latitude hors Canada"
,45.365721,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-53.492522,"","48","Latitude hors Canada; Longitude hors Canada"
-71.643588,-48.559867,"","24","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
122.809859,-49.2871,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-79.257995,-43.810877,"","35","Latitude hors Canada"
71.235204,-46.807831,"","24","Latitude hors Canada; Longitude hors Canada"
97.115489,49.879999,"","46","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","10","Latitude manquante; Longitude hors Canada"
-75.638195,,"","35","Latitude manquante"
-110.698619,,"","48","Latitude manquante"
-71.358078,,"","24","Latitude manquante"
72.544133,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,53.586655,"","48","Longitude manquante"
,-43.021653,"","35","Latitude hors Canada; Longitude manquante"
113.525179,53.619366,"","48","Longitude hors Canada"
,45.928556,"","13","Longitude manquante"
,0.0,"","12","Latitude hors Canada; Longitude manquante"
-71.158896,-48.354992,"","24","Latitude hors Canada"
-0.0,-51.157213,"","48","Latitude hors Canada; Longitude hors Canada"
79.363802,-43.650448,"","35","Latitude hors Canada; Longitude hors Canada"
-71.154178,0.0,"","24","Latitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
,45.402313,"","24","Longitude manquante"
71.899583,-45.390796,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
96.67928,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
-0.0,43.721498,"","35","Longitude hors Canada"
-114.056179,,"","48","Latitude manquante"
-123.116444,,"","59","Latitude manquante"
,49.768445,"","46","Longitude manquante"
-122.797772,,"","59","Latitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-113.51436,0.0,"","48","Latitude hors Canada"
75.929216,45.347567,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
79.352815,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
,49.706468,"","59","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,49.227108,"","59","Longitude manquante"
-0.0,48.329413,"","24","Longitude hors Canada"
,45.432059,"","24","Longitude manquante"
,42.22923,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,49.119864,"","24","Longitude hors Canada"
-123.063982,-49.22757,"","59","Latitude hors Canada"
-66.571868,,"","13","Latitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,-43.543169,"","35","Latitude hors Canada; Longitude manquante"
81.091994,-46.437408,"","35","Latitude hors Canada; Longitude hors Canada"
,45.60468,"","24","Longitude manquante"
73.228224,-45.553405,"","24","Latitude hors Canada; Longitude hors Canada"
-52.726016,,"","10","Latitude manquante"
81.342241,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,53.525551,"","48","Longitude hors Canada"
-0.0,-45.670683,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.827235,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,-48.000745,"","13","Latitude hors Canada; Longitude hors Canada"
-79.425332,-43.771525,"","35","Latitude hors Canada"
-75.809953,,"","24","Latitude manquante"
81.146043,-46.413283,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,49.19075,"","59","Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-67.579995,,"","13","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
-123.329574,0.0,"","59","Latitude hors Canada"
,44.96048,"","12","Longitude manquante"
-0.0,45.349108,"","24","Longitude hors Canada"
-73.501756,,"","24","Latitude manquante"
-0.0,45.722806,"","13","Longitude hors Canada"
-113.545363,-53.550798,"","48","Latitude hors Canada"
-123.961718,-49.194595,"","59","Latitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
,50.158457,"","59","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-47.655057,"","13","Latitude hors Canada; Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
-80.514379,,"","35","Latitude manquante"
-79.180948,,"","35","Latitude manquante"
65.084659,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,46.136187,"","13","Longitude manquante"
-0.0,0.0,"","61","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
122.954333,,"","59","Latitude manquante; Longitude hors Canada"
,-49.872278,"","59","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-97.174087,0.0,"","46","Latitude hors Canada"
124.515669,49.836248,"","59","Longitude hors Canada"
-0.0,-49.887152,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-80.955862,0.0,"","35","Latitude hors Canada"
71.771299,-46.225127,"","24","Latitude hors Canada; Longitude hors Canada"
-123.321646,,"","59","Latitude manquante"
-118.76133,0.0,"","48","Latitude hors Canada"
113.974073,50.875978,"","48","Longitude hors Canada"
,48.596879,"","24","Longitude manquante"
,-45.562724,"","24","Latitude hors Canada; Longitude manquante"
65.684276,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
79.348005,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
105.769715,53.185811,"","47","Longitude hors Canada"
114.07249,-50.910647,"","48","Latitude hors Canada; Longitude hors Canada"
,49.0977,"","46","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,50.408932,"","47","Longitude hors Canada"
,45.420629,"","35","Longitude manquante"
-0.0,51.021715,"","48","Longitude hors Canada"
-0.0,,"","13","Latitude manquante; Longitude hors Canada"
,45.455573,"","24","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-71.786053,,"","24","Latitude manquante"
79.310076,-43.754094,"","35","Latitude hors Canada; Longitude hors Canada"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,46.13313,"","12","Longitude hors Canada"
77.374359,44.173969,"","35","Longitude hors Canada"
-71.311642,0.0,"","24","Latitude hors Canada"
122.590463,49.226877,"","59","Longitude hors Canada"
,43.757809,"","35","Longitude manquante"
72.511644,-46.273144,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,47.605153,"","13","Longitude manquante"
-78.117206,0.0,"","24","Latitude hors Canada"
72.506292,-45.905202,"","24","Latitude hors Canada; Longitude hors Canada"
-79.463098,,"","35","Latitude manquante"
123.123566,49.206002,"","59","Longitude hors Canada"
-0.0,-51.058985,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-63.755374,,"","12","Latitude manquante"
,43.537773,"","35","Longitude manquante"
,48.408428,"","24","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
79.648442,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-79.332105,0.0,"","35","Latitude hors Canada"
-79.475426,0.0,"","35","Latitude hors Canada"
67.46605,,"","13","Latitude manquante; Longitude hors Canada"
80.464741,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,-46.188705,"","13","Latitude hors Canada; Longitude manquante"
73.866342,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
113.574576,-53.571665,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,45.613437,"","12","Longitude hors Canada"
105.536088,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
-0.0,43.817053,"","35","Longitude hors Canada"
-70.670317,0.0,"","24","Latitude hors Canada"
,45.590259,"","12","Longitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,49.92585,"","46","Longitude manquante"
128.627289,,"","59","Latitude manquante; Longitude hors Canada"
,0.0,"","13","Latitude hors Canada; Longitude manquante"
-71.930551,,"","24","Latitude manquante"
75.77,,"","24","Latitude manquante; Longitude hors Canada"
-123.088552,,"","59","Latitude manquante"
,43.343819,"","35","Longitude manquante"
77.404733,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,46.141122,"","12","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-80.030744,,"","35","Latitude manquante"
79.701786,-43.727337,"","35","Latitude hors Canada; Longitude hors Canada"
,45.540047,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-80.504514,,"","35","Latitude manquante"
,51.031231,"","48","Longitude manquante"
-75.649249,,"","35","Latitude manquante"
,43.442233,"","35","Longitude manquante"
65.484709,,"","13","Latitude manquante; Longitude hors Canada"
-70.545837,-46.984018,"","24","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
135.162185,-60.778757,"","60","Latitude hors Canada; Longitude hors Canada"
113.361908,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-75.76702,,"","35","Latitude manquante"
,46.493013,"","35","Longitude manquante"
,43.938695,"","35","Longitude manquante"
,45.72958,"","24","Longitude manquante"
74.127349,,"","24","Latitude manquante; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,45.432713,"","24","Longitude hors Canada"
,51.095356,"","48","Longitude manquante"
-0.0,46.051452,"","24","Longitude hors Canada"
115.355811,-51.086766,"","48","Latitude hors Canada; Longitude hors Canada"
123.176122,49.217325,"","59","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
79.382816,43.7129,"","35","Longitude hors Canada"
,-45.501498,"","24","Latitude hors Canada; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-69.534479,,"","24","Latitude manquante"
-104.654059,0.0,"","47","Latitude hors Canada"
-84.351656,,"","35","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,45.082203,"","12","Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
113.994882,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
71.152061,46.891922,"","24","Longitude hors Canada"
125.241734,-49.991839,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-45.014921,"","35","Latitude hors Canada; Longitude manquante"
-0.0,43.243089,"","35","Longitude hors Canada"
-79.624007,-43.571165,"","35","Latitude hors Canada"
-123.173155,,"","59","Latitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
122.840582,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,44.229174,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
79.53516,43.650598,"","35","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,45.437554,"","35","Longitude manquante"
71.157514,46.877412,"","24","Longitude hors Canada"
97.155342,-49.865576,"","46","Latitude hors Canada; Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
71.378787,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-74.114242,,"","24","Latitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-79.459065,-44.001625,"","35","Latitude hors Canada"
-72.757759,-45.220331,"","24","Latitude hors Canada"
,52.689181,"","48","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,51.168235,"","48","Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,43.096882,"","35","Longitude hors Canada"
-80.002009,,"","35","Latitude manquante"
71.207596,-46.872708,"","24","Latitude hors Canada; Longitude hors Canada"
-73.722905,-45.528135,"","24","Latitude hors Canada"
79.52065,43.64136,"","35","Longitude hors Canada"
79.10328,,"","35","Latitude manquante; Longitude hors Canada"
,-49.036115,"","59","Latitude hors Canada; Longitude manquante"
-0.0,45.574333,"","24","Longitude hors Canada"
-73.759237,,"","24","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-123.092712,,"","59","Latitude manquante"
-79.735003,,"","35","Latitude manquante"
,49.0706,"","59","Longitude manquante"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,-44.017845,"","35","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,53.526725,"","48","Longitude hors Canada"
-74.504065,,"","24","Latitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.099545,"","35","Longitude manquante"
-113.543997,,"","48","Latitude manquante"
-113.979354,,"","48","Latitude manquante"
66.637685,45.974209,"","13","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
79.253835,-43.734396,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
79.613443,43.599707,"","35","Longitude hors Canada"
-0.0,51.101252,"","48","Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-65.567803,,"","13","Latitude manquante"
,49.342293,"","59","Longitude manquante"
,,"","10","Latitude manquante; Longitude manquante"
,43.607335,"","35","Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,46.578222,"","13","Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-62.983457,-46.247804,"","11","Latitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
119.236565,50.25473,"","59","Longitude hors Canada"
,-44.293953,"","35","Latitude hors Canada; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,-43.796296,"","35","Latitude hors Canada; Longitude manquante"
79.802896,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,43.910518,"","35","Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
-80.562193,,"","35","Latitude manquante"
-73.577148,0.0,"","24","Latitude hors Canada"
-124.802109,0.0,"","59","Latitude hors Canada"
-79.869081,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,49.864529,"","46","Longitude manquante"
,-45.749559,"","24","Latitude hors Canada; Longitude manquante"
-0.0,-44.673253,"","12","Latitude hors Canada; Longitude hors Canada"
-0.0,-43.926897,"","35","Latitude hors Canada; Longitude hors Canada"
,53.510694,"","48","Longitude manquante"
-0.0,-45.021553,"","35","Latitude hors Canada; Longitude hors Canada"
-80.301344,-43.370873,"","35","Latitude hors Canada"
-79.459248,0.0,"","35","Latitude hors Canada"
125.269619,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-74.004477,,"","24","Latitude manquante"
,0.0,"","24","Latitude hors Canada; Longitude manquante"
79.590814,43.752645,"","35","Longitude hors Canada"
,,"","46","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,53.517128,"","48","Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
-73.645741,,"","24","Latitude manquante"
-80.352046,,"","35","Latitude manquante"
,53.473324,"","48","Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-75.73414,,"","24","Latitude manquante"
-0.0,43.758293,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.878595,,"","35","Latitude manquante"
,-53.440242,"","48","Latitude hors Canada; Longitude manquante"
-113.527757,,"","48","Latitude manquante"
79.282143,-43.673854,"","35","Latitude hors Canada; Longitude hors Canada"
-113.444659,-53.572758,"","48","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-79.443268,,"","35","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-80.498019,,"","35","Latitude manquante"
74.042632,,"","24","Latitude manquante; Longitude hors Canada"
-67.630567,-46.452677,"","13","Latitude hors Canada"
-122.800515,,"","59","Latitude manquante"
-79.410836,0.0,"","35","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
123.981078,49.160374,"","59","Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,48.445531,"","35","Longitude hors Canada"
-0.0,50.229638,"","24","Longitude hors Canada"
113.625765,53.672037,"","48","Longitude hors Canada"
-65.45842,0.0,"","13","Latitude hors Canada"
-0.0,45.527034,"","24","Longitude hors Canada"
,43.227581,"","35","Longitude manquante"
-71.666832,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-113.546996,0.0,"","48","Latitude hors Canada"
-74.036427,0.0,"","24","Latitude hors Canada"
79.014105,-43.894132,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
73.769359,45.532944,"","24","Longitude hors Canada"
-73.727388,-45.602174,"","24","Latitude hors Canada"
104.598106,50.492063,"","47","Longitude hors Canada"
66.470289,,"","13","Latitude manquante; Longitude hors Canada"
-72.944099,,"","24","Latitude manquante"
-0.0,53.607516,"","48","Longitude hors Canada"
67.201721,46.536699,"","13","Longitude hors Canada"
-0.0,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,51.041981,"","48","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
-79.762734,,"","35","Latitude manquante"
-114.077625,,"","48","Latitude manquante"
-0.0,43.933501,"","35","Longitude hors Canada"
-73.395564,0.0,"","24","Latitude hors Canada"
,43.734872,"","35","Longitude manquante"
-79.719626,0.0,"","35","Latitude hors Canada"
,54.301266,"","59","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,45.563764,"","24","Longitude manquante"
73.587334,-45.544224,"","24","Latitude hors Canada; Longitude hors Canada"
84.297534,46.52355,"","35","Longitude hors Canada"
-0.0,51.087149,"","48","Longitude hors Canada"
,-45.373665,"","24","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,43.011453,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.622709,-43.790739,"","35","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,43.633345,"","35","Longitude hors Canada"
79.401226,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,48.971873,"","10","Longitude manquante"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
75.684416,-44.591809,"","35","Latitude hors Canada; Longitude hors Canada"
71.332843,-46.882092,"","24","Latitude hors Canada; Longitude hors Canada"
-79.289772,-43.750912,"","35","Latitude hors Canada"
,43.197289,"","35","Longitude manquante"
-0.0,43.547896,"","35","Longitude hors Canada"
-0.0,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
-52.980838,,"","10","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-83.092534,0.0,"","35","Latitude hors Canada"
-80.450887,-43.443845,"","35","Latitude hors Canada"
-0.0,-46.126526,"","12","Latitude hors Canada; Longitude hors Canada"
,56.72159,"","48","Longitude manquante"
,43.72233,"","35","Longitude manquante"
-122.848508,0.0,"","59","Latitude hors Canada"
73.518781,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
79.455352,-46.307654,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
79.242503,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
-0.0,-45.291359,"","24","Latitude hors Canada; Longitude hors Canada"
71.654506,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,44.319753,"","35","Longitude hors Canada"
122.796509,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,-49.163417,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-123.3308,0.0,"","59","Latitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
-79.476087,-43.812612,"","35","Latitude hors Canada"
,-53.453704,"","48","Latitude hors Canada; Longitude manquante"
,51.172549,"","48","Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-122.751254,-53.918519,"","59","Latitude hors Canada"
-78.350095,0.0,"","35","Latitude hors Canada"
-0.0,-43.661529,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,49.231097,"","59","Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
-83.035414,0.0,"","35","Latitude hors Canada"
60.174737,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,51.098101,"","48","Longitude manquante"
-0.0,53.548991,"","48","Longitude hors Canada"
-0.0,49.284311,"","59","Longitude hors Canada"
73.870335,-45.422781,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,45.672675,"","24","Longitude hors Canada"
-128.633443,,"","59","Latitude manquante"
,43.872079,"","35","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,45.565201,"","24","Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
73.557994,,"","24","Latitude manquante; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-73.52096,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
59.973074,-46.001165,"","12","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-113.393177,-52.971302,"","48","Latitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
65.886108,-46.074686,"","13","Latitude hors Canada; Longitude hors Canada"
-73.262065,,"","24","Latitude manquante"
-73.510473,,"","24","Latitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-66.056167,-45.273518,"","13","Latitude hors Canada"
-123.234088,-49.34818,"","59","Latitude hors Canada"
-79.850177,,"","35","Latitude manquante"
-71.969254,,"","24","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,43.259865,"","35","Longitude manquante"
75.803671,-45.333729,"","35","Latitude hors Canada; Longitude hors Canada"
112.829753,,"","48","Latitude manquante; Longitude hors Canada"
-114.030317,,"","48","Latitude manquante"
-0.0,53.629458,"","48","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
79.391288,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-79.48822,,"","35","Latitude manquante"
104.632021,0.0,"","47","Latitude hors Canada; Longitude hors Canada"
,46.565108,"","24","Longitude manquante"
,45.795547,"","24","Longitude manquante"
-0.0,-49.291191,"","59","Latitude hors Canada; Longitude hors Canada"
-0.0,46.704893,"","13","Longitude hors Canada"
-75.762907,,"","24","Latitude manquante"
-75.697311,0.0,"","24","Latitude hors Canada"
,48.513913,"","24","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-43.245561,"","35","Latitude hors Canada; Longitude hors Canada"
-73.724253,,"","24","Latitude manquante"
-123.13311,-49.209642,"","59","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-73.743261,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,46.380707,"","24","Longitude manquante"
97.276881,-49.811922,"","46","Latitude hors Canada; Longitude hors Canada"
,0.0,"","12","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,45.584682,"","24","Longitude manquante"
73.773253,45.679876,"","24","Longitude hors Canada"
-79.491724,,"","35","Latitude manquante"
-0.0,-49.172622,"","10","Latitude hors Canada; Longitude hors Canada"
,49.255657,"","59","Longitude manquante"
79.695208,43.719431,"","35","Longitude hors Canada"
,49.230835,"","59","Longitude manquante"
-0.0,45.644163,"","24","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,-43.23556,"","35","Latitude hors Canada; Longitude hors Canada"
-73.556715,,"","24","Latitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
73.640382,-45.433406,"","24","Latitude hors Canada; Longitude hors Canada"
123.156048,-49.338985,"","59","Latitude hors Canada; Longitude hors Canada"
63.592662,-44.643612,"","12","Latitude hors Canada; Longitude hors Canada"
-79.88492,-43.336065,"","35","Latitude hors Canada"
124.960926,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-79.230228,,"","35","Latitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
